d,dīng,丁,,,,,,,,,,,,,
d,diū,丢,,,,,,,,,,,丢,,
d,dòng,动,,,,,,,,,"动物园, 活动, 运动, 活动, 运动员",,,,
d,dǒng,懂,,,,,,,,,,,,,
d,dōng,东,冬,,,,,,,,"冬天, 东边, 东西, 动画片",,,,
d,dòu,豆,,,,,,,,,"豆腐, 土豆",,,,
d,dōu,都,,,,,,,,,,,,都,
d,dù,肚,度,,,,,,,,肚子,,,,
d,dú,读,,,,,,,,,,,,,
d,duàn,段,锻,,,,,,,,,,,,
d,duǎn,短,,,,,,,,,短信,短,,,
d,duān,端,,,,,,,,,端午节,,,,
d,duì,对,队,,,,,,,,"对, 派对, 排队",,,对面,
d,duo,朵,,,,,,,,,耳朵,,, ,
d,duō,多,,,,,,,,,,,,"多, 多少, 多久, 多大, 差不多",
e,è,饿,,,,,,,,,,饿,,,
e,ér,而,儿,,,,,,,,"儿, 儿子, 女儿",,,,
e,èr,二,,,,,,,,,二,,,,
e,ěr,耳,,,,,,,,,耳朵,,,,
f,fǎ,法,,,,,,,,,"书法, 法国, 想法",,,,
f,fā,发,,,,,,,,,"头发, 沙发, 洗发水",,"发, 发烧, 出发, 发现",,
f,fán,烦,,,,,,,,,,,,,
f,fàn,饭,,,,,,,,,"饭, 饭馆",,"做饭, 吃饭",,
f,fān,翻,,,,,,,,,翻译,,,,
f,fǎn,反,,,,,,,,,,,,,
f,fáng,房,,,,,,,,,"厨房, 房子, 房间, 书房",,,,
f,fàng,放,,,,,,,,,,,放,,
f,fāng,方,,,,,,,,,地方,方便,,,
f,fèi,费,,,,,,,,,,,,,
f,fēi,啡,飞,非,,,,,,,"咖啡, 飞机",非常,起飞,,
f,fēn,分,,,,,,,,,"分, 分钟",,分手,,
f,fèn,份,奋,,,,,,,,身份证,兴奋,,,份
f,fěn,粉,,,,,,,,,粉丝,粉红色,,,
f,fēng,风,封,,,,,,,,风,,,刮风,封
f,fu,,,,,,,,,,,,,,
f,fú,服,,,,,,,,,"服务员, 服务, 衣服",,,,
f,fù,父,复,付,附,富,,,,,,,"复印, 复习, 付",附近,
f,fū,肤,夫,,,,,,,,皮肤,,,,
f,fǔ,腐,,,,,,,,,豆腐,,,,
g,gài,概,,,,,,,,,,,,,
g,gāi,该,,,,,,,,,,,,应该,
g,gàn,干,,,,,,,,,,,,干什么,
g,gǎn,感,,,,,,,,,,,感冒,,
g,gān,干,,,,,,,,,"饼干, 干",干净,,,
g,gǎng,港,,,,,,,,,香港,,,,
g,gāng,刚,钢,,,,,,,,钢琴,,弹钢琴,"刚才, 刚刚",
g,gào,告,,,,,,,,,,,告诉,,
g,gāo,高,糕,,,,,,,,蛋糕,"高, 高兴",,,
g,ge,个,,,,,,,,,,"下个, 上个, 这个",,,个
g,gé,革,,,,,,,,,皮革,,,,
g,gē,歌,哥,,,,,,,,"哥哥, 歌手",,歌,,
g,gěi,给,,,,,,,,,,,给,,给
g,gēn,根,跟,,,,,,,,,,,,跟
g,gēng,更,,,,,,,,,,,,,
g,gòng,共,,,,,,,,,一共,,,,
g,gōng,公,功,工,恭,,,,,,"工, 老公, 公交车, 办公室, 公斤, 公园, 工程师, 公寓, 公司",,工作,,
g,gǒu,狗,,,,,,,,,狗,,,,
g,gu,,,,,,,,,,,,,,
g,gù,故,顾,,,,,,,,故事,,,,
g,guā,刮,瓜,,,,,,,,"黄瓜, 西瓜, 刮风",,,刮风,
g,guài,怪,,,,,,,,,,奇怪,,,
g,guàn,惯,逛,,,,,,,,逛街,,,,
g,guān,馆,关,观,,,,,,,"博物馆, 饭馆, 图书馆",,"关, 参观",,
g,guāng,光,,,,,,,,,"光, 欢迎光临",,,,
g,guì,贵,柜,,,,,,,,柜子,贵,,,
g,gǔn,滚,,,,,,,,,摇滚音乐,,,,
g,guó,国,,,,,,,,,"国, 泰国, 德国, 英国, 美国, 法国, 国外",,出国,,
g,guò,过,,,,,,,,,,,难过,过,过
g,guǒ,果,,,,,,,,,"果汁, 苹果, 水果",,,如果,
g,guō,锅,,,,,,,,,火锅,,,,
h,hái,还,孩,,,,,,,,"孩子, 女孩儿",,"还要, 还",,还是
h,hài,害,,,,,,,,,,厉害,害怕,,
h,hǎi,海,,,,,,,,,"上海, 海边",,,,
h,hāi,嗨,,,,,,,,,嗨,,,,
h,hàn,汉,,,,,,,,,汉语,,,,
h,hán,韩,寒,,,,,,,,韩国,,,,
h,háng,行,航,,,,,,,,"银行, 航班",,,,
h,háo,豪,,,,,,,,,,,,,
h,hào,号,,,,,,,,,"号, 帐号",,,,
h,hǎo,好,,,,,,,,,"好玩儿, 好啊, 爱好, 好吗","好, 最好",好像,,
h,hè,和,,,,,,,,,,,,,
h,hé,和,河,合,,,,,,,"合同, 河, 适合",,,,和
h,hē,喝,,,,,,,,,,,喝,,
h,hēi,黑,,,,,,,,,,黑色,,,
h,hěn,很,,,,,,,,,,很,,,
h,hóng,红,,,,,,,,,西红柿,"红色, 粉红色",,,
h,hou,,,,,,,,,,,,,,
h,hòu,后,厚,候,,,,,,,,厚,,"后边, 以后, 然后, 后面, 后天, 以后, 什么时候, 的时候, 有时候",
h,huò,和,,,,,,,,,,,,,
h,huó,活,,,,,,,,,活动,,,,
h,hú,胡,和,,,,,,,,胡萝卜,,,,
h,hù,护,户,,,,,,,,"客户, 窗户, 护照",,,,
h,hū,乎,,,,,,,,,,,,,
h,huá,滑,,,,,,,,,,,"滑雪, 滑冰",,
h,huà,化,话,画,划,,,,,,"电话, 动画片, 计划, 漫画, 花园, 计划",,画画,,
h,huā,花,,,,,,,,,"花, 爆米花",,,,
h,huài,坏,,,,,,,,,,坏,,,
h,huān,欢,,,,,,,,,"欢迎, 欢迎光临, 受欢迎",,喜欢,,
h,huán,环,还,,,,,,,,,,还,,
h,huàn,换,,,,,,,,,,,换,,
h,huáng,黄,,,,,,,,,黄瓜,黄色,,,
h,huí,回,,,,,,,,,,,回,,
h,huì,会,,,,,,,,,"演唱会, 会议室",,"开会, 会",,会
h,hūn,婚,,,,,,,,,,,结婚,,
h,huó,活,,,,,,,,,活动,,生活,,
h,huò,货,或,,,,,,,,,,,或者,
h,huǒ,火,,,,,,,,,"火车, 火锅",,,,
j,jí,级,急,极,吉,,,,,,"吉祥, 吉他",,"弹吉他, 着急",,
j,jì,际,记,季,绩,计,系,,,,"计划, 成绩, 日记",,记得,,
j,jǐ,己,几,挤,,,,,,,,,,拥挤,几
j,jī,机,鸡,圾,,,,,,,"鸡, 飞机, 鸡蛋, 手机, 机场, 洗碗机, 游戏机, 垃圾",,,,
j,jià,假,架,,,,,,,,"书架, 请假, 假期",,吵架,,
j,jiā,家,加,,,,,,,,"家, 老家, 加油, 家务, 作家, 家具, 加班",,"参加, 加入",,
j,jiàn,见,健,件,荐,,,,,,"文件, 邮件, 健身",健康,"见面, 见, 推荐, 看见",,件
j,jiǎn,检,,,,,,,,,,,,,
j,jiān,间,,,,,,,,,"时间, 卫生间, 洗手间, 房间, 试衣间, 时间",,,,
j,jiǎng,江,讲,,,,,,,,,,,,
j,jiāng,浆,,,,,,,,,,,,,
j,jiào,叫,教,觉,较,,,,,,"教学楼, 教练",,"叫, 睡觉",比较,
j,jiǎo,饺,脚,角,,,,,,,饺子,,,,
j,jiāo,交,蕉,椒,,,,,,,"香蕉, 辣椒, 交通",公交车,交,,
j,jié,节,结,,,,,,,,"节目, 端午节",,"结婚, 结束",,
j,jiè,介,借,界,,,,,,,,,借,,
j,jiě,姐,解,,,,,,,,"姐姐, 小姐",,,,
j,jiē,街,接,,,,,,,,"逛街, 大街",,接,,
j,jìn,近,进,纪,,,,,,,纪念品,近,进,"附近, 最近",
j,jǐn,紧,,,,,,,,,,紧,紧张,,
j,jīn,今,巾,金,斤,,,,,,"围巾, 公斤, 金色, 現金, 现金",,,今天,
j,jìng,静,镜,境,净,,,,,,"眼镜, 镜子",安静,,,
j,jìng,净,,,,,,,,,,干净,,,
j,jǐng,景,警,,,,,,,,警察,,,,
j,jīng,京,经,睛,惊,精,,,,,"北京, 眼睛, 京剧, 惊喜, 经理, 精彩",,,已经,
j,jiù,就,旧,,,,,,,,,旧,,就,
j,jiǔ,酒,久,九,,,,,,,"酒, 白酒, 酒店, 啤酒, 九",,,多久,
j,jù,句,据,聚,剧, 俱,具,,,,"京剧, 俱乐部, 喜剧, 玩具, 电视剧, 家具",,,,
j,jū,居,,,,,,,,,邻居,,,,
j,jǔ,举,,,,,,,,,,,举行,,
j,juǎn,卷,,,,,,,,,,,,,
j,jué,觉,决,角,,,,,,,,,觉得,,
k,kǎ,卡,,,,,,,,,信用卡,,,,
k,kā,咖,,,,,,,,,咖啡,,,,
k,kǎi,凯,,,,,,,,,,,,,
k,kāi,开,,,,,,,,,,开心,"开, 开始, 开车, 打开",,
k,kàn,看,,,,,,,,,查看,,"看, 看见",,
k,kāng,康,,,,,,,,,,健康,,,
k,kào,靠,,,,,,,,,,,,,
k,kǎo,考,烤,,,,,,,,"烤鸭, 烧烤, 考试",,烤,,
k,ké,咳,,,,,,,,,,,,,
k,kè,课,客,刻,克,,,,,,"课, 客户, 客厅",,,,
k,kě,可,渴,,,,,,,,可乐,可爱,"渴, 可以","可是, 可能",
k,kē,科,,,,,,,,,,,,,
k,kòng,空,,,,,,,,,空儿,,,,
k,kōng,空,,,,,,,,,,,,,
k,kǒu,口,,,,,,,,,入口,,,,
k,kù,裤,,,,,,,,,裤子,,,,
k,kǔ,苦,,,,,,,,,,苦,,,
k,kū,哭,,,,,,,,,,,哭,,
k,kuài,快,筷,,,,,,,,"快, 筷子, 快餐",快,,,
k,kuǎn,款,,,,,,,,,,,,,
k,kùn,困,,,,,,,,,,困,,,
l,là,辣,蜡,,,,,,,,"蜡烛, 辣椒",辣,,,
l,lā,拉,垃,,,,,,,,"垃圾, 沙拉",拉,,,
l,lái,来,,,,,,,,,,,来,,
l,lán,篮,,,,,,,,,篮球,蓝色,,,
l,lǎn,懒,,,,,,,,,,懒,,,
l,làng,浪,,,,,,,,,,,,,
l,lǎo,老,,,,,,,,,"老, 老婆, 老师, 老公, 老板, 老家",,,,
l,le,了,,,,,,,,,,太棒了,,除了,了
l,lè,乐,,,,,,,,,"可乐, 俱乐部",,,,
l,lé,,,,,,,,,,,,,,
l,lèi,累,,,,,,,,,,累,,,
l,lěng,冷,,,,,,,,,,冷,,,
l,li,李,,,,,,,,,行李,,,,
l,lí,离,,,,,,,,,,,离,,
l,lì,利,丽,历,力,,,,,,"历史, 便利店",厉害,,,
l,lǐ,里,李,礼,理,,,,,,"礼物, 经理, 毕业典礼",,,"这里, 那里, 哪里, 里边, 里面, 前面",
l,liàn,练,炼,,,,,,,,教练,,练习,,
l,lián,连,,,,,,,,,连衣裙,,,,
l,liǎn,脸,,,,,,,,,脸,,,,
l,liang,,,,,,,,,,,,,,
l,liàng,量,链,亮,,,,,,,"量, 项链",亮,量,,
l,liáng,量,,,,,,,,,量,,量,,
l,liǎng,两,,,,,,,,,两,,,,
l,liáo,聊,,,,,,,,,无聊,,聊天,,
l,liào,料,,,,,,,,,饮料,,,,
l,liǎo,,,,,,,,,,,,,,
l,liǎo,了,,,,,,,,,,,,,
l,lín,邻,临,淋,,,,,,,"冰淇淋, 邻居, 欢迎光临",,,,
l,líng,零,凌晨,,,,,,,,"零, 零食",,,凌晨,
l,lǐng,领,,,,,,,,,领带,,,,
l,liú,流,,,,,,,,,,流行,,,
l,liù,六,,,,,,,,,六,五颜六色,,,
l,líu,留,,,,,,,,,,,,,
l,lóng,笼,龙,,,,,,,,,,,,
l,lóu,楼,,,,,,,,,教学楼,,,,
l,lù,路,录,,,,,,,,,,"走路, 登录",,
l,lǔ,卤,,,,,,,,,,,,,
l,lǜ,绿,律,,,,,,,,律师,绿色,,,
l,lǚ,旅,,,,,,,,,,,旅游,,
l,luàn,乱,,,,,,,,,乱,,,,
l,luó,萝,,,,,,,,,胡萝卜,,,,
l,lùn,论,,,,,,,,,,,讨论,,
m,ma,马,,,,,,,,,好吗,,,,马
m,má,麻,,,,,,,,,麻,,,,
m,mà,骂,,,,,,,,,,,骂,,
m,mǎ,码,马,,,,,,,,密码,,,马上,
m,mā,妈,,,,,,,,,妈,,,,
m,mài,卖,,,,,,,,,,外卖,卖,,
m,mǎi,买,,,,,,,,,,,买,,
m,màn,漫,慢,,,,,,,,漫画,慢,,,
m,mǎn,满,,,,,,,,,,,满意,,
m,mān,,,,,,,,,,,,,,
m,máng,忙,,,,,,,,,,忙,,,
m,máo,毛,,,,,,,,,,,,,
m,mào,帽,冒,,,,,,,,帽子,,,感冒,
m,māo,猫,,,,,,,,,"猫, 熊猫",,,,
m,me,么,,,,,,,,,"怎么样, 怎么办",,,"为什么, 什么时候, 怎么样, 怎么,干什么, 什么",
m,mei,,,,,,,,,,,,,,
m,mèi,妹,,,,,,,,,妹妹,,,,
m,méi,没,莓,眉,妹,,,,,,"草莓, 没问题, 没事吧, 每周","没有...有, 没有...的",没有,,没
m,měi,美,每,,,,,,,,"美国, 每天",,,每天,
m,men,们,,,,,,,,,人们,,,,们
m,mèn,闷,,,,,,,,,,郁闷,,,
m,mén,门,,,,,,,,,"门, 门票",,出门,,
m,méng,萌,,,,,,,,,,,,,
m,mèng,梦,,,,,,,,,,,,,
m,mí,迷,,,,,,,,,,,,,
m,mì,密,,,,,,,,,密码,,,,
m,mǐ,米,,,,,,,,,"米, 爆米花, 玉米",米色,,,
m,miàn,面,,,,,,,,,"面, 面条",,见面,"对面, 里面, 外面, 后面",
m,miǎn,免,,,,,,,,,,,,,
m,míng,名,明,,,,,,,,"名片, 名字","聪明, 有名",,明天,
m,mò,末,没,,,,,,,,周末,,,,
m,mù,目,,,,,,,,,"节目, 题目",,,,
m,mǔ,母,,,,,,,,,,,,,
n,ná,拿,,,,,,,,,,,拿,,
n,nà,那,,,,,,,,,,,,"那, 那些",
n,nǎ,哪,,,,,,,,,,,,哪,
n,nai,,,,,,,,,,,,,,
n,nǎi,奶,,,,,,,,,"奶奶, 酸奶",,,,
n,nán,南,难,男,,,,,,,"难过, 男朋友, 南边",难,难过,,
n,nào,闹,,,,,,,,,,热闹,,,
n,nǎo,脑,,,,,,,,,"脑, 电脑",,,,
n,ne,呢,,,,,,,,,,,,,呢
n,nèi,内,,,,,,,,,,,,,
n,néng,能,,,,,,,,,,,,可能,能
n,nǐ,你,,,,,,,,,你,,,,
n,nián,年,,,,,,,,,年,,,,
n,niàn,念,,,,,,,,,纪念品,,,,
n,niǎo,鸟,,,,,,,,,鸟,,,,
n,nín,您,,,,,,,,,您,,,,
n,niǔ,,,,,,,,,,,,,,
n,nòng,弄,,,,,,,,,,,,,弄
n,nóng,农,,,,,,,,,农村,,,,
n,nǔ,努,,,,,,,,,,,,,
n,nǚ,女,,,,,,,,,"女, 女朋友, 女儿, 女孩儿",,,,
n,niú,牛,,,,,,,,,牛,,,,
n,nuǎn,暖,,,,,,,,,,暖,,,
p,pá,爬,,,,,,,,,,,爬山,,
p,pà,怕,,,,,,,,,,,"害怕, 怕",,
p,pái,排,牌,,,,,,,,"排球, 牌子, 排队",,,,
p,pài,派,,,,,,,,,派对,,,,
p,pāi,拍,,,,,,,,,,,,,
p,pán,盘,,,,,,,,,盘子,,,,盘
p,páng,旁,,,,,,,,,,,,旁边,
p,pàng,胖,,,,,,,,,,胖,,,
p,pǎo,跑,,,,,,,,,,,跑步,,
p,péng,朋,,,,,,,,,"朋友, 男朋友, 女朋友",,,,
p,pí,啤,皮,,,,,,,,"啤酒, 皮带, 皮肤, 皮革",,,,
p,pī,披,,,,,,,,,披萨,,,,
p,piàn,片,骗,,,,,,,,"名片, 照片, 薯片, 动画片",,骗,,
p,pián,便,,,,,,,,,,便宜,,,
p,piào,票,漂,,,,,,,,"票, 车票, 门票, 售票处",漂亮,,,
p,pǐn,品,,,,,,,,,"纪念品, 产品",,,,
p,píng,平,瓶,苹,评,,,,,,苹果,,,平时,
p,pó,婆,,,,,,,,,老婆,,,,
q,qi,起,戚,,,,,,,,,,,,
q,qí,其,骑,奇,淇,,,,,,冰淇淋,奇怪,骑,,
q,qì,气,汽,器,,,,,,,"天气, 吸尘器, 气球, 汽水",生气,,,
q,qǐ,起,,,,,,,,,,,"起床, 起飞",一起,
q,qī,期,妻,七,,,,,,,"七, 星期天, 假期",,期待,,
q,qián,钱,前,,,,,,,,"钱, 钱包, 有钱",钱,,"以前, 前边, 前面, 前",
q,qiān,签,千,铅,,,,,,,,,,,
q,qiáng,墙,,,,,,,,,墙,,,,
q,qiǎo,巧,,,,,,,,,,,,,
q,qiě,且,,,,,,,,,,,,,
q,qín,芹,琴,,,,,,,,"芹菜, 钢琴, 小提琴",,弹钢琴,,
q,qīn,亲,,,,,,,,,,,,,
q,qìng,庆,,,,,,,,,,,庆祝,,
q,qíng,情,晴,,,,,,,,"晴天, 爱情, 热情",,,,
q,qǐng,请,,,,,,,,,,,"请, 请假, 邀请, 请问",,
q,qīng,清,轻,,,,,,,,,轻松,,,
q,qióng,究,,,,,,,,,,究,,,
q,qiú,球,求,,,,,,,,"排球, 网球, 足球, 气球",,,,
q,qiū,秋,,,,,,,,,秋天,,,,
q,qù,去,趣,,,,,,,,有趣,,"去, 出去",,
q,qǔ,取,,,,,,,,,"取消",,,,
q,quán,全,,,,,,,,,安全,,,,
q,qún,裙,,,,,,,,,"连衣裙, 裙子",,,,
r,r,儿,,,,,,,,,"好玩儿, 空儿, 女孩儿",有事儿,,"一会儿, 有点儿",
r,rán,然,,,,,,,,,当然, ,,然后,
r,ràng,让,,,,,,,,,,,,,
r,rè,热,,,,,,,,,,"热, 热闹, 热情",,,
r,rén,人,,,,,,,,,"人, 人们",,,,
r,rèn,认,,,,,,,,,,,认识,,
r,rēng,扔,,,,,,,,,,,扔掉,,
r,rì,日,,,,,,,,,"生日, 日记, 日本",,,,
r,róng,容,,,,,,,,,,容易,,,
r,ròu,肉,,,,,,,,,肉,,,,
r,rú,如,入,,,,,,,,入口,,"如意, 加入",如果,
s,sà,萨,,,,,,,,,披萨,,,,
s,sài,赛,,,,,,,,,比赛,,,,
s,sàn,散,,,,,,,,,,,散,,
s,sǎn,伞,,,,,,,,,雨伞,,,,
s,sān,三,,,,,,,,,三,,,,
s,sǎo,扫,,,,,,,,,,,"扫, 扫地, 打扫",,
s,sè,色,,,,,,,,,颜色,"绿色, 白色, 红色, 粉红色, 紫色, 黄色, 黑色, 橙色, 蓝色, 灰色, 棕色, 褐色, 金色, 银色, 米色, 彩色, 五颜六色,",,,
s,shā,沙,,,,,,,,,"沙发, 沙拉",,,,
s,shān,衫,山,,,,,,,,衬衫,,爬山,,
s,shang,上,,,,,,,,,"上, 上海, 晚上, 早上,上午, 上衣",上个,"上班, 上网","上边, 马上, 上午",
s,shàng,尚,,,,,,,,,时尚,,,,
s,shāng,商,伤,,,,,,,,"商店, 商场",,伤心,,
s,sháo,勺,,,,,,,,,勺子,,,,
s,shào,绍,,,,,,,,,,,,,
s,shǎo,少,,,,,,,,,,,少,多少,
s,shāo,烧,,,,,,,,,烧烤,,发烧,,
s,shè,舍,,,,,,,,,宿舍,,,,
s,shé,蛇,,,,,,,,,蛇,,,,
s,shě,舍,,,,,,,,,,,,,
s,shéi,谁,,,,,,,,,,,,,谁
s,shén,什,,,,,,,,,,,,"为什么, 什么时候, 干什么, 什么",
s,shēn,身,深,参,,,,,,,"身份证, 健身, 身体",深,,,
s,shēng,生,声,升,,,,,,,"学生, 医生, 生日, 先生, 生菜",生气,"出生, 生活",,
s,shi,识,匙,,,,,,,,钥匙,,认识,,
s,shí,时,食,十,实,什,,,,,"十, 时间, 零食, 食物, 食堂, 时间",,,"什么时候, 平时, 的时候, 有时候",
s,shì,是,室,市,视,试,世,柿,事,氏,"卧室, 超市, 办公室, 电视, 室友, 西红柿, 考试, 试衣间, 城市, 会议室, 同事, 姓氏, 故事, 电视剧, 市中心, 我也是, 没事吧, 适合",有事儿,是,"可是, 当时",还是
s,shǐ,史,始,,,,,,,,历史,,开始,,
s,shī,师,始,失,,,,,,,"老师, 律师, 工程师",,,,
s,shòu,瘦,售,受,,,,,,,"售票处, 受欢迎",瘦,,,
s,shǒu,手,首,,,,,,,,"手, 手机, 手表, 洗手间, 歌手, 手套",, 分手,,首
s,shōu,收,,,,,,,,,,,收,,
s,shù,术,数,树,束,束,,,,,,,结束,,束
s,shǔ,暑,薯,数,,,,,,,薯片,,,,
s,shū,书,舒,蔬,输,叔,,,,,"书, 蔬菜, 书法, 书架, 图书馆, 书房",,,,
s,shuā,刷,,,,,,,,,,,刷牙,,
s,shuài,帅,,,,,,,,,,,,,
s,shuāng,双,,,,,,,,,双,,,,双
s,shuì,睡,,,,,,,,,,,睡觉,,
s,shuí,谁,,,,,,,,,,,,,
s,shuǐ,水,,,,,,,,,"水, 水果, 汽水, 眼药水, 洗发水",,,,
s,shuō,说,,,,,,,,,小说,,说,,
s,si,思,,,,,,,,,意思,有意思,,,
s,sì,四,,,,,,,,,"四, 四川",,,,
s,sǐ,死,,,,,,,,,,,,,
s,sī,司,丝,,,,,,,,"司机, 公司, 粉丝",,,,
s,sòng,送,,,,,,,,,,,送,,
s,sōng,松,,,,,,,,,,轻松,,,
s,sou,嗽,,,,,,,,,,,,,
s,sù,诉,宿,,,,,,,,宿舍,,告诉,,
s,suàn,算,,,,,,,,,,,,,
s,suān,酸,,,,,,,,,酸奶,酸,,,
